Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Cluster,Cluster Label
18,62,0,2,1,7,76,2,1,2,2,2,0,0,3,1,0,2,0,63,3,
19,64,2,2,1,7,56,2,1,0,1,2,0,1,4,0,1,2,0,62,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
22,67,2,0,0,7,70,0,1,2,1,2,0,2,2,0,1,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
19,80,0,2,1,9,54,2,1,0,1,2,1,0,2,0,2,1,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,94,2,1,1,9,89,2,1,1,1,1,0,0,3,0,1,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,69,2,0,1,6,60,2,1,2,1,0,0,0,4,0,1,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
8,97,2,0,1,8,58,0,1,2,0,2,1,1,2,0,0,2,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
8,98,1,2,1,7,60,2,1,1,0,0,0,0,3,0,2,2,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,98,2,0,0,8,61,2,1,6,2,0,0,2,3,0,1,2,0,75,1,
23,94,0,2,1,6,84,0,1,0,1,0,1,1,3,0,2,2,1,73,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,75,2,2,1,9,82,0,1,0,1,1,1,2,5,0,0,1,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
12,63,2,2,0,8,56,1,1,4,2,2,1,2,4,0,0,1,1,61,0,
16,83,2,2,1,9,86,2,1,5,1,0,0,0,4,0,1,1,0,68,3,
18,82,2,2,1,5,67,0,0,1,2,0,1,1,4,0,0,2,1,67,2,
10,94,2,0,0,5,73,2,1,1,2,2,1,0,3,0,1,1,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
16,100,2,0,0,10,56,2,1,1,0,2,1,1,2,0,1,2,0,69,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
24,80,2,2,0,9,85,1,1,3,1,2,1,2,4,0,1,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
29,74,2,0,1,6,69,2,1,1,1,0,0,0,1,0,0,0,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
17,67,0,2,0,8,82,2,1,0,2,2,1,2,4,0,1,2,0,65,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
25,60,2,1,0,6,71,1,1,2,0,2,1,2,2,0,1,2,1,63,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
9,80,2,1,1,4,52,1,1,1,0,2,1,2,2,0,2,2,0,63,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,82,2,2,0,4,85,1,0,1,1,2,1,0,2,0,1,2,1,66,0,
15,93,2,2,1,7,78,1,1,0,2,2,1,0,4,0,1,1,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,80,2,0,1,9,72,1,1,2,2,2,1,1,4,0,0,2,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
19,97,0,2,1,9,60,0,1,3,2,2,1,0,4,0,2,1,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
28,85,2,2,1,9,81,1,1,2,1,2,1,1,3,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
15,94,2,0,1,8,64,2,1,2,1,2,1,0,1,0,0,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
24,66,0,2,1,7,71,1,1,1,1,0,1,1,3,0,1,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,94,1,2,1,9,53,2,1,3,1,2,1,0,3,0,0,1,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
19,87,0,2,0,4,89,2,1,0,1,1,1,2,5,1,2,1,0,68,1,
19,67,2,1,1,8,55,2,0,0,2,0,0,2,4,0,1,2,1,62,2,
15,68,2,0,0,5,95,0,1,1,2,2,0,2,2,1,0,2,0,64,1,
20,97,0,1,1,6,93,1,1,1,0,0,1,2,1,0,0,0,1,71,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,61,0,2,0,8,99,2,1,0,2,0,1,1,4,0,0,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,79,2,2,1,8,95,0,1,0,2,2,1,1,2,0,2,2,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,73,2,2,0,6,99,2,0,1,1,2,1,1,5,0,1,2,1,65,0,
25,87,2,2,0,8,94,0,1,0,2,0,1,2,4,0,1,2,1,71,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
26,94,1,2,0,8,56,1,1,1,0,2,1,0,2,0,0,2,0,69,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
14,74,0,2,1,7,72,0,0,2,2,2,0,0,3,0,0,2,1,65,2,
25,77,1,2,1,7,54,2,1,2,2,2,1,1,1,0,0,1,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
13,99,2,2,1,10,77,1,1,0,2,0,0,0,3,0,0,1,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,91,0,0,1,7,76,2,1,0,2,2,0,2,2,0,1,1,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,96,0,0,1,7,96,2,1,1,2,2,1,0,3,0,1,2,0,74,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
9,78,2,2,0,7,98,1,1,3,1,2,1,2,2,0,1,2,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,69,0,1,1,7,63,2,1,0,2,2,1,2,3,0,1,1,1,64,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,76,2,2,1,8,79,1,0,1,1,2,1,1,4,1,2,0,0,63,3,
15,89,0,1,0,9,73,0,1,2,1,1,0,1,2,0,1,2,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
28,64,2,2,1,7,77,2,1,1,0,2,1,2,2,0,1,2,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,71,0,1,1,6,77,1,1,4,2,2,1,1,5,1,0,1,1,64,2,
15,62,1,0,0,10,96,1,1,0,2,0,0,2,4,0,1,0,1,62,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
24,93,2,0,0,4,56,1,1,4,1,0,1,0,2,0,2,1,0,71,1,
19,61,0,1,1,10,67,1,0,1,2,2,1,2,6,0,2,2,0,63,3,
27,87,0,2,1,9,88,2,1,1,1,0,1,2,4,1,0,2,1,72,2,
23,97,2,0,0,9,84,1,1,1,0,2,1,2,3,1,1,0,0,71,1,
7,69,1,2,0,9,82,1,1,1,2,0,0,2,3,0,2,2,0,61,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
17,88,2,0,1,10,100,2,1,1,1,0,1,2,2,0,2,2,0,71,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
17,99,2,2,0,5,67,1,1,2,2,2,0,1,4,0,2,0,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
4,69,2,0,1,6,99,2,1,0,2,0,1,1,2,0,1,1,1,61,2,
35,64,2,1,0,6,85,0,1,2,2,0,0,1,2,0,1,1,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,66,2,0,1,7,82,0,1,1,2,2,1,2,2,0,1,2,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
21,88,0,1,0,6,58,2,1,3,0,2,0,1,4,0,0,2,1,70,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
27,89,2,2,0,5,62,2,1,0,1,2,1,1,3,0,1,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
34,87,2,1,0,6,69,0,1,3,1,2,0,1,2,0,0,1,1,72,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,73,2,1,1,7,73,2,1,1,2,2,1,2,2,0,1,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,67,2,2,0,9,75,2,1,2,2,2,1,2,3,0,1,2,1,67,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,83,2,2,0,6,95,0,1,4,0,0,1,1,2,0,1,0,0,70,1,
19,79,2,0,1,8,55,2,1,3,2,2,0,1,4,1,2,2,1,68,2,
17,89,1,2,1,5,62,0,1,2,2,2,0,2,2,0,0,2,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
15,78,2,0,0,4,57,0,1,2,2,0,1,0,2,0,1,2,0,65,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
16,74,2,1,1,7,87,2,1,0,1,1,1,2,3,0,0,2,0,63,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
12,72,1,1,1,6,99,0,1,0,1,2,1,2,4,0,0,0,0,62,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
20,68,2,0,1,6,95,2,1,0,1,2,1,2,4,0,1,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
10,71,2,0,1,6,86,2,1,1,2,1,1,0,2,1,2,2,1,62,2,
21,64,1,0,1,6,51,1,1,0,0,1,1,0,3,0,0,1,0,61,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
20,74,1,2,1,6,67,0,1,0,2,2,0,0,4,1,0,1,0,63,3,
17,67,0,1,0,5,83,0,1,3,1,2,1,2,3,0,1,1,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
38,90,0,2,1,4,60,1,1,2,1,2,1,1,4,0,0,1,1,74,2,
28,73,1,2,1,4,73,2,1,2,0,0,1,2,2,0,2,2,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,89,1,2,0,7,76,2,1,3,0,2,1,2,2,0,1,0,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
16,83,2,0,1,9,95,2,1,2,1,0,1,1,2,0,0,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,61,2,2,1,7,81,2,1,2,0,2,1,1,3,0,0,0,1,62,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,90,0,2,1,7,62,2,1,3,2,1,0,2,2,0,2,1,1,71,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,94,0,1,1,5,53,1,1,0,1,0,1,1,2,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,67,1,0,1,6,81,0,1,4,1,0,1,1,3,1,0,2,1,68,2,
28,73,1,2,1,7,63,1,1,0,1,2,1,2,2,0,1,2,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
15,67,2,0,1,4,94,0,1,1,2,2,0,2,5,0,1,0,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
23,84,1,1,1,9,56,1,0,1,2,0,1,2,4,0,1,2,0,65,3,
24,88,0,0,0,9,71,2,1,2,0,0,1,0,3,0,1,2,0,72,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
17,73,2,1,0,4,59,0,1,2,1,0,0,0,4,0,1,1,0,63,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,82,2,0,1,6,90,0,0,2,0,2,1,2,2,0,1,2,1,68,2,
30,88,2,2,1,7,68,1,1,1,2,0,1,2,3,0,0,2,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,77,2,1,1,8,59,2,1,3,1,2,0,2,2,0,1,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
24,94,1,2,0,9,86,0,1,2,1,2,1,1,3,0,0,2,0,71,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,91,2,1,1,6,91,1,1,0,2,2,1,2,3,0,0,1,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
13,63,2,2,0,10,73,1,1,2,1,0,1,0,3,0,2,1,1,61,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
17,85,0,0,1,7,69,2,1,4,1,0,0,1,2,0,1,2,0,70,3,
14,82,2,2,1,8,83,2,1,0,2,2,1,0,2,0,1,1,1,64,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,98,1,0,1,7,83,2,0,0,1,2,1,1,3,0,1,0,0,68,3,
10,95,0,2,0,7,64,0,1,4,1,2,0,2,3,0,2,2,1,70,0,
13,76,1,2,1,10,97,0,1,4,1,1,1,1,3,0,0,1,1,65,2,
24,72,0,0,0,7,61,2,1,3,1,2,0,1,2,0,1,2,0,67,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
24,69,2,1,1,6,69,2,1,0,1,0,0,1,4,0,0,2,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,81,1,2,1,6,64,2,1,1,2,2,1,2,4,0,1,1,0,65,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
14,65,2,0,1,9,97,1,1,3,1,0,1,2,4,0,1,2,0,65,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
14,82,0,1,1,8,91,0,1,1,1,2,1,0,2,0,1,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,60,2,0,0,5,91,1,1,2,1,2,1,0,4,1,1,2,1,62,0,
24,73,2,2,1,5,50,1,1,1,1,2,1,0,2,0,1,2,1,63,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,69,1,1,1,7,84,2,1,0,2,2,0,1,3,1,1,1,1,63,2,
17,99,2,2,1,8,62,2,1,3,2,2,0,1,3,0,1,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
13,89,1,0,1,6,98,2,1,0,2,2,0,0,4,0,1,2,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,74,0,0,0,4,77,1,1,0,0,2,0,0,3,1,1,2,1,66,0,
15,64,0,2,0,5,78,2,1,2,1,2,1,2,2,0,1,1,1,63,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
17,81,0,1,1,9,68,0,1,1,1,1,0,2,3,0,0,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
28,69,1,2,0,8,77,2,1,3,2,2,1,1,4,0,0,1,0,67,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
25,81,2,2,0,9,87,1,1,1,1,0,0,0,1,0,2,1,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
21,93,1,0,1,9,78,1,1,1,2,1,1,1,2,1,1,0,1,67,2,
12,85,2,0,1,6,82,2,1,1,0,2,1,1,2,0,1,0,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
21,85,0,0,1,6,74,2,1,2,2,2,1,1,4,0,1,2,0,71,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
26,82,2,2,1,7,86,2,1,0,1,0,1,1,2,1,2,2,1,69,2,
18,97,0,1,1,8,95,0,1,1,2,2,1,2,2,0,2,1,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
28,97,0,1,1,9,53,1,1,0,1,2,0,0,3,0,0,1,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
28,81,2,2,1,10,55,2,1,2,2,1,0,1,3,0,1,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
30,72,2,2,0,8,84,2,1,1,1,0,0,2,1,0,1,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
22,78,1,0,1,8,69,0,1,2,1,2,1,0,2,0,1,2,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,67,2,2,0,10,64,1,1,1,1,2,1,2,2,1,0,0,0,62,1,
28,85,2,1,0,7,59,1,1,1,1,2,1,1,3,0,2,0,1,67,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,80,0,2,0,9,79,2,1,1,2,0,1,0,2,0,2,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
17,64,2,0,1,8,67,2,1,3,1,2,1,0,3,0,0,2,1,64,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,68,2,0,1,8,75,2,1,2,1,0,0,2,3,0,0,2,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
21,79,0,1,1,7,98,0,1,2,1,2,1,2,1,0,1,2,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,96,0,0,0,5,88,0,1,0,2,2,0,2,2,0,0,1,0,70,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
19,83,0,2,0,8,90,1,1,3,1,2,1,2,3,0,0,1,0,69,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
27,87,2,2,1,8,56,2,1,3,2,0,1,1,3,0,2,2,1,72,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
7,74,2,2,1,6,66,1,1,1,1,0,0,2,2,0,1,2,0,61,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
29,83,2,2,0,7,55,0,1,2,1,1,0,0,4,0,1,2,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
27,78,2,2,0,6,98,1,1,1,2,2,1,2,3,0,1,0,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
17,86,1,2,0,6,84,0,1,0,2,2,0,1,3,0,1,2,0,66,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
23,62,2,2,0,6,51,2,1,5,0,2,1,0,2,0,0,2,1,65,0,
20,80,0,1,1,5,74,2,1,2,1,1,1,0,4,0,0,1,0,66,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
27,72,2,2,0,6,63,2,1,1,0,2,0,0,5,0,0,1,0,67,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
26,73,2,0,0,8,77,2,1,0,2,0,0,2,2,0,0,0,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
12,98,1,2,0,9,59,1,1,1,0,2,1,1,2,0,2,2,0,67,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
24,67,1,2,1,10,53,2,1,0,2,2,1,2,3,1,0,2,0,63,3,
19,72,2,1,0,6,66,2,1,0,2,0,0,1,2,0,2,2,1,64,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
20,80,2,1,0,9,65,0,1,1,2,2,0,2,3,0,0,0,1,66,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
16,95,0,2,1,8,86,2,1,0,1,1,1,2,4,0,1,1,1,69,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
30,77,2,1,1,7,74,2,1,3,0,2,0,1,3,0,2,1,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,90,2,2,0,8,65,0,1,3,2,0,0,2,2,0,1,2,0,72,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
12,72,2,2,1,6,54,1,1,3,1,2,1,2,2,0,2,2,1,63,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,76,0,0,0,6,83,2,1,1,0,2,1,1,4,0,1,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
23,74,2,0,1,6,57,1,0,1,0,0,0,1,3,0,0,2,1,67,2,
21,93,2,1,0,6,64,2,1,2,1,2,1,2,4,0,2,1,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
28,62,2,2,0,9,64,0,1,1,1,2,0,0,2,0,2,2,1,65,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,72,0,1,1,6,73,0,1,4,2,0,1,1,4,0,0,1,1,69,2,
26,87,2,2,0,6,98,0,1,0,2,0,1,0,4,0,0,1,1,71,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
22,83,2,1,1,7,66,2,1,2,2,2,0,1,3,0,1,2,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
12,77,1,2,0,7,64,1,1,2,0,0,1,2,4,0,0,1,0,64,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
19,82,0,2,1,6,58,1,1,2,2,0,0,2,3,0,0,2,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
26,68,0,1,1,10,70,2,1,1,1,2,1,2,3,0,0,2,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
20,77,1,1,0,6,59,1,1,1,0,2,1,0,2,0,1,1,0,62,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
23,80,0,2,0,7,57,1,1,2,2,0,1,0,2,0,2,1,0,68,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
18,96,2,2,1,4,93,2,1,0,2,0,1,2,4,0,0,2,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
14,70,2,0,1,7,53,1,1,0,2,2,1,0,3,0,1,1,1,61,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,95,1,1,1,5,86,2,1,0,0,2,1,0,4,0,1,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,86,0,2,0,6,60,0,1,0,0,0,1,1,3,0,2,2,1,70,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
16,61,1,2,1,4,51,1,1,1,1,2,1,1,3,0,1,2,1,59,2,
19,89,0,2,1,6,90,0,1,0,1,0,0,0,4,0,0,1,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
14,61,1,2,0,7,85,0,1,1,1,2,1,1,1,0,1,2,0,60,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
27,100,0,2,0,7,67,2,1,1,0,0,1,1,3,0,0,1,1,74,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
18,95,1,0,1,6,54,0,1,0,2,0,0,0,3,0,0,1,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
29,72,2,2,0,7,68,1,1,0,1,2,1,2,3,0,0,2,0,67,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
29,70,2,1,0,6,59,0,1,2,2,2,0,1,4,0,2,0,1,67,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
14,74,2,2,0,7,76,0,1,1,1,0,1,1,2,0,1,0,0,63,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
7,75,2,2,0,7,98,1,0,1,1,0,1,2,3,0,0,2,1,62,0,
11,73,0,1,1,7,68,0,1,3,1,0,0,1,3,0,0,1,0,64,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
12,85,2,2,1,6,78,0,1,3,2,2,1,1,4,0,0,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
28,67,2,2,0,8,60,0,1,0,2,2,1,2,3,0,1,1,0,65,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
21,94,2,1,1,8,90,1,1,1,2,2,1,2,4,0,2,2,0,71,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
22,92,2,2,1,7,52,1,0,1,2,2,0,0,3,0,2,2,0,68,3,
7,79,1,0,1,9,85,2,1,0,2,2,1,0,2,0,1,2,1,62,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
13,94,0,0,1,7,70,2,1,1,2,2,0,0,3,0,1,1,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
25,70,2,2,1,7,79,1,1,3,0,2,1,1,3,0,1,2,1,68,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
22,61,0,2,1,7,80,0,1,3,2,0,1,1,3,0,2,1,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
19,85,2,2,1,7,86,2,1,0,1,2,1,2,2,0,0,1,0,67,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
23,78,0,0,1,6,60,2,1,2,0,0,1,2,4,0,1,0,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
30,83,1,2,1,4,77,2,1,0,1,2,1,1,4,0,1,2,0,69,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
19,96,1,2,0,7,71,2,1,2,1,0,0,2,3,0,2,1,1,70,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
20,99,2,1,0,8,64,1,1,1,0,2,1,2,2,0,1,2,1,69,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
21,85,0,2,1,5,75,1,1,1,0,0,1,2,2,0,1,1,0,70,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
7,63,1,2,0,5,97,2,1,1,1,2,1,1,2,0,1,2,0,59,1,
24,66,2,2,0,6,64,2,0,0,2,0,1,1,4,0,1,2,1,64,0,
19,89,0,0,1,10,94,2,1,0,0,2,0,1,1,0,0,2,0,72,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
23,77,1,0,1,8,94,2,1,0,0,2,0,2,3,0,2,2,1,70,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
16,78,1,0,0,7,62,2,1,0,0,0,1,0,1,0,1,0,0,63,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
20,72,0,2,1,7,80,2,1,1,1,0,0,0,3,0,0,2,1,66,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
24,84,0,0,0,9,93,2,1,3,0,2,1,1,4,0,1,0,1,72,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
25,85,0,0,0,9,68,2,1,1,0,2,1,0,3,0,2,0,0,71,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
15,67,1,2,1,6,83,1,1,3,2,1,1,2,3,0,1,1,1,62,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,63,2,2,1,8,59,2,1,1,1,0,1,2,1,0,2,1,1,62,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
17,73,2,1,0,6,58,2,1,4,2,2,1,2,1,0,0,2,1,64,0,
9,69,0,0,1,10,92,2,1,2,1,2,0,1,3,0,2,2,1,65,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
18,96,0,1,1,7,52,1,1,1,1,2,0,1,4,0,0,2,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
24,62,0,2,1,5,90,1,1,0,0,2,0,2,3,0,0,2,1,67,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
12,67,2,2,1,8,65,1,1,1,0,2,1,1,3,0,1,1,1,61,2,Siswa dengan Fokus Akademik dan Dukungan Keluarga Rendah
26,82,1,1,1,9,74,0,1,2,2,2,1,0,5,0,1,1,0,68,3,Siswa Konsisten dengan Dukungan Keluarga dan Lingkungan Baik
23,79,2,0,0,9,77,2,1,1,1,0,1,1,3,0,1,2,1,68,0,Siswa dengan Keseimbangan Belajar dan Dukungan Moderat
16,62,2,2,0,7,88,2,1,1,1,0,1,1,1,0,1,2,0,62,1,Siswa Berprestasi di Tengah Keterbatasan Ekonomi
